File,Review date,Source string
Drugs/Octreotide.pdf,2026-01-18,authorisation date:  january 2024 review date:  january 2026  | authorisation date:  january 2024 review date:  january 2026  | authorisation date:  january 2024 review date:  january 2026  | authorisation date:  january 2024 review date:  january 2026  | authorisation date:  january 2024 review date:  january 2026  | authorisation date:  january 2024 review date:  january 2026 
Breathing(Respiratory)/Proning Guideline.pdf,2026-01-18,status draft/final: final  review date: jan 2026 authoriser:  qit  date authorised : | status draft/final: final  review date: jan 2026 authoriser:  qit  date authorised :
Drugs/Thiopentone.pdf,2026-01-18,"6. medusa, nhs injectable medicines guide. thiopentone sodium. version 6. review date 07/05/2023. | editorial board review date: january 2026 date added to intranet: january 2024  authorisation date: january 2024 | review of available therapies and a clinical treatment protocol. brain, vol 134, issue 1 0: oct 2011, 2802-2812. | 6. medusa, nhs injectable medicines guide. thiopentone sodium. version 6. review date 07/05/2023. | editorial board review date: january 2026 date added to intranet: january 2024  authorisation date: january 2024"
Procedures/ACCPs acquiring initial CVC competencies.pdf,2026-03-18,reviewed on: march 2021 next review :  march 2026 . | reviewed on: march 2021 next review :  march 2026 .
Procedures/ACCP CVC placement following completion of initial competencies.pdf,2026-03-18,reviewed on: march 2021 next review :  march 2026 . | reviewed on: march 2021 next review :  march 2026 .
Post_op_care/Prevention and treatment of paraplegia after major aortic procedures.pdf,2026-03-18,vascular anaesthesia group – version 1. 7 – published march  2021 – review  date  march 202 6 page 1 of 4   prevention & treatment of paraplegia after major  aortic procedures | attach patient label  vascular anaesthesia group – version 1. 7 – published march  2021 – review  date  march 202 6 page 2 of 4 background :  paraplegia from  spinal cord ischaemia  | vascular anaesthesia group – version 1. 7 – published march  2021 – review  date  march 202 6 page 3 of 4    liquoguard  csf pump  | vascular anaesthesia group – version 1. 7 – published march  2021 – review  date  march 202 6 page 4 of 4    external csf drain 
Delirium/Violence and Agression.pdf,2026-05-18,revised next review: may 2026  | revised next review: may 2026 
Post_op_care/Care of the Transgender Patient.pdf,2026-07-18,reviewed on:july 2023 next review :  jul 2026 . | reviewed on:july 2023 next review :  jul 2026 .
GI_Liver_and_Transplant/Plasma exchange in Acute Liver Failure.pdf,2026-11-18,reviewed: nov 2023 next review:  nov 2026 .
Breathing(Respiratory)/Equipment/NIV through Drager Vent Set up in Critical Care.pdf,2027-01-18,reviewed on:  jan 2023  next review :  jan 2027 critical  care guidelines | reviewed on:  jan 2023  next review :  jan 2027 . | reviewed on:  jan 2023  next review :  jan 2027 critical  care guidelines | reviewed on:  jan 2023  next review :  jan 2027 .
Transfer/Transfer Guidelines.pdf,2027-02-18,"medium most stable critically ill patients requiring respiratory and/or cardiovascular support  interhospital: airway trained intensive care or anaesthetic doctor (typically ct3+) plus icu nurse or odp  intrahospital: as above, or appropriately trained accp plus icu nurse (see below)  high high risk airway refractory shock or haemodynamic instability despite vasoactive therapy (e.g. requiring iabp or multiple vasoactive agents) critical hypoxaemia or difficult ventilation other physiological instability any other criteria considered by icu consultant to make a transfer high risk  high risk transfers should only be undertaken when the risks of deterioration during transfer are outweighed by the potential benefits available as a result of the transfer   intensive care consultant, anaesthetic consultant, or senior registrar (typically post-fellowship) delegated by icu consultant, plus icu nurse or odp very high ecmo patient ecmo consultant plus ecmo trained icu nurse   if patients are being transferred to other hospitals for interventions (e.g. interventional radiology) but are otherwise physiologically stable, they do not necessarily require a medical escort. this decision should be shared between the specialty consultant and icu/anaesthetic consultant and balance the risks of deterioration, interventions available during transfer and staffing requirements of the originating hospital.  patients suitable intra-hospital transfer by an accp  intra-hospital transfer of a level 3 critical care patient should only be undertaken by an advanced critical care practitioner (accp) within nhs lothian when the following criteria are met:  • the decision for transfer is made by a senior doctor (consultant, advanced trainee in intensive care medicine, post-fellowship anaesthetic trainee). • there is an agreement from a senior doctor that the patient is suitable for transfer by an accp. • there is an agreement from the accp that the patient is suitable for them to transfer. • the accp has completed in-house training including supervised practice and has been signed off as having met basic competencies in intra-hospital transfer, and airway management. • the patient should be physiologically stable. • the transfer should take place ‘in hours’ 0800-2030.  intra-hospital transfer by an accp is not appropriate in the following circumstances:  • the presence of severe cardiovascular instability (e.g. > 20 ml/hour single strength noradrenaline). • high oxygen requirement (e.g. fi02 > 0.5) • known or anticipated difficult intubation. • patients with significant intracranial hypertension. • any other anticipated significant difficulty.  key points when undertaking transfers  1. resuscitate and stabilise patients prior to transfer  2. aagbi minimum standards of monitoring should be adhered to including the use of continuous waveform capnography when a patient is invasively ventilated 3. a record of observations should be maintained using an nhs lothian anaesthetic chart 4. use the checklist in this guideline to safely prepare for transfer 5. patients should be securely strapped to the transfer trolley by means of a 5-point harness (or similar).  6. reassurance, sedation, analgesia and anti-emetics should be provided as required to reduce patient discomfort and distress 7. all portable equipment must be securely stowed to reduce the risk of injury in the event of an accident. seatbelts should be worn in the ambulance.  key points for the receiving centre  1. once a patient has been accepted by a receiving unit, the bed must be kept available to receive the patient until the patient arrives or until the transfer is stood down. this is particularly true of repatriations (including those from overseas) when the patient may be travelling long distances and there may be logistical delays in the transfer process. 2. repatriation of patients from specialist centres back to their referring centres once they no longer require specialist care should occur within 48 hours of the patient being identified as suitable for repatriation.     transfer checklist  1. preparation  o identify destination, duration, timing o identify senior contact number for issues o ambulance request 30 mins prior to departure – phone 0845 6023999 and ensure ambulance can take cct6 trolley  2. assessment  airway   o patent or secured by intubation o intubation grade o ett size and length at teeth o stop feed  o aspirate ng – cap off or bag o c spine   breathing o auscultation o spo2, etco2 o ventilator settings: tv, rr fio2, peep o ventilator mode simv/psv/vc o chest drains o review abg o tracheostomy box  circulation o apply monitoring: hr, nibp +/-iabp o iv access x 2 (1 can be cvc) o ensure cvc/arterial line secure o treat hypovolaemia prior to transfer o rationalise infusions o requirements for blood products o check hb, lactate, coag  neurology o gcs + pupils o appropriate sedation +/- paralysis o temperature o seizure control o review bm + electrolytes o pain assessment o if brain-injured patient: head up 20-30° + neuroprotective ventilation  3. equipment  immediately available o airway: ambu-bag, facemask, c-circuit, laedal suction unit o transfer bag o consider spare oxylog battery for long transfers  drugs o oxygen o neuromuscular blockers o infusions (twice anticipated need) hypnotics (propofol/opioids) vasopressors (change to syringe)  emergency drugs drawn up  o ephedrine/metaraminol/adrenaline o atropine  raised icp? o mannitol 20%/hypertonic nacl  4. packaging  o transfer onto cct6 transfer trolley o transfer to oxylog3000 ventilator early ensure ventilation adequate with abg  ensure tubing secure  o use vacuum mattress for long journeys o warm blanket o secure patient with 5-point harness  5. final departure checks  o check patient and airway secure o identify emergency iv access  o check monitors visible o check infusions full o patient notes and transfer chart o nok aware o base team to call ahead as you leave  6. transfer to ambulance  o attach to ambulance oxygen supply o attach to ambulance power supply  o recheck patient secure and airway secure o request smooth transfer if brain-injury or haemodynamic instability transfers from nhs lothian acute hospitals  transfers from royal infirmary of edinburgh  destination hospital distance (miles) duration (minutes) approximate o2 requirement litres* st john’s hospital, livingston icu 01506 524063 ed 01506 523011 22  29  493 borders general icu 01896 826295 ed 01896 826981 33  53  901 victoria hospital, kirkcaldy icu 01592 729158 ed 01592 729791 42  48  816 western general hospital icu 0131 537 1665 6  22  374 ninewells hospital, dundee icu 01382 633820 ed 01382 660111 71  73  1241 aberdeen royal infirmary icu 01224 559847 ed 01224 550506 139  148 2516 raigmore hospital, inverness icu 01463 705380 ed 01463 706240 166  177 3009  (more than ambulance carries as standard) queen elizabeth, glasgow icu 0141 452 3038 icu doctors  0141 452 3081 ed 0141 452 2810 56  63 1071  golden jubilee, glasgow icu 2 (for external patients): 0141 951 5305 icu on call doctor:  0141 452 3081 icu doctors’ office: 0141 951 5411 60 80 1360  *assuming minute volume 8l/min, fio2 1.0, oxylog3000 driving gas 500ml/min. o2 requirement doubled to ensure safety as per intensive care  oxygen cylinder sizes:  size d: 340l, size cd: 460l, size f: 1360l  transfers from western general hospital  destination hospital distance (miles) duration (minutes) approximate o2 requirement litres* st john’s hospital, livingston icu 01506 524063 ed 01506 523011 18 27 459 royal infirmary of edinburgh icu 0131 2421181 ed 0131 242 1330 6 22 374  transfers from st johns hospital livingston  destination hospital distance (miles) duration (minutes) approximate o2 requirement litres* royal infirmary of edinburgh icu 0131 2421181 ed 0131 242 1330 22  29  493 victoria hospital, kirkcaldy icu 01592 729158 ed 01592 729791 35 39 663 western general hospital icu 0131 537 1665 18  27 459 ninewells hospital, dundee icu 01382 633820 ed 01382 660111 64 64 1088 aberdeen royal infirmary icu 01224 559847 ed 01224 550506 131  139 2363 raigmore hospital, inverness icu 01463 705380 ed 01463 706240 159  166 2822    equipment list  cct6 transfer trolley contents  contents comments cct6 transfer trolley with 5 point harness  located in intensive care unit oxylog3000 ventilator  disposable hose pneumatically driven (0.5l/min) tempus pro monitor  ecg, nibp, ibp, spo2, etco2  bbraun syringe pumps x 4 laerdal suction unit spare yankeur vacuum mattress  oxygen cylinder   transfer bags  these differ between nhs lothian critical care units and transferring staff should familiarise themselves with the contents prior to a transfer.  references  1. intensive care society and the faculty of intensive care medicine: guidance on: the transfer of the critically ill adult. published may 2019. 2. nathanson m, andrzejowski j et al: guidelines for the safe transfer of the brain injured patient: trauma and stroke, 2019. guidelines from the association of anaesthetists and the neuro anaesthesia and critical care society. published in anaesthesia 2020.     title: nhs lothian critical care interhospital transfer guidelines  id:   authors: l. elliot, d. hall, a. hurry, j. service, a. morgan category:   document version: 1.0 status draft/final: final review date: feb 2027 authoriser:  date of authorisation: directorate qit jan 23 date added to intranet:    20 feb 23 key words: transfer  comments: . | medium most stable critically ill patients requiring respiratory and/or cardiovascular support  interhospital: airway trained intensive care or anaesthetic doctor (typically ct3+) plus icu nurse or odp  intrahospital: as above, or appropriately trained accp plus icu nurse (see below)  high high risk airway refractory shock or haemodynamic instability despite vasoactive therapy (e.g. requiring iabp or multiple vasoactive agents) critical hypoxaemia or difficult ventilation other physiological instability any other criteria considered by icu consultant to make a transfer high risk  high risk transfers should only be undertaken when the risks of deterioration during transfer are outweighed by the potential benefits available as a result of the transfer   intensive care consultant, anaesthetic consultant, or senior registrar (typically post-fellowship) delegated by icu consultant, plus icu nurse or odp very high ecmo patient ecmo consultant plus ecmo trained icu nurse   if patients are being transferred to other hospitals for interventions (e.g. interventional radiology) but are otherwise physiologically stable, they do not necessarily require a medical escort. this decision should be shared between the specialty consultant and icu/anaesthetic consultant and balance the risks of deterioration, interventions available during transfer and staffing requirements of the originating hospital.  patients suitable intra-hospital transfer by an accp  intra-hospital transfer of a level 3 critical care patient should only be undertaken by an advanced critical care practitioner (accp) within nhs lothian when the following criteria are met:  • the decision for transfer is made by a senior doctor (consultant, advanced trainee in intensive care medicine, post-fellowship anaesthetic trainee). • there is an agreement from a senior doctor that the patient is suitable for transfer by an accp. • there is an agreement from the accp that the patient is suitable for them to transfer. • the accp has completed in-house training including supervised practice and has been signed off as having met basic competencies in intra-hospital transfer, and airway management. • the patient should be physiologically stable. • the transfer should take place ‘in hours’ 0800-2030.  intra-hospital transfer by an accp is not appropriate in the following circumstances:  • the presence of severe cardiovascular instability (e.g. > 20 ml/hour single strength noradrenaline). • high oxygen requirement (e.g. fi02 > 0.5) • known or anticipated difficult intubation. • patients with significant intracranial hypertension. • any other anticipated significant difficulty.  key points when undertaking transfers  1. resuscitate and stabilise patients prior to transfer  2. aagbi minimum standards of monitoring should be adhered to including the use of continuous waveform capnography when a patient is invasively ventilated 3. a record of observations should be maintained using an nhs lothian anaesthetic chart 4. use the checklist in this guideline to safely prepare for transfer 5. patients should be securely strapped to the transfer trolley by means of a 5-point harness (or similar).  6. reassurance, sedation, analgesia and anti-emetics should be provided as required to reduce patient discomfort and distress 7. all portable equipment must be securely stowed to reduce the risk of injury in the event of an accident. seatbelts should be worn in the ambulance.  key points for the receiving centre  1. once a patient has been accepted by a receiving unit, the bed must be kept available to receive the patient until the patient arrives or until the transfer is stood down. this is particularly true of repatriations (including those from overseas) when the patient may be travelling long distances and there may be logistical delays in the transfer process. 2. repatriation of patients from specialist centres back to their referring centres once they no longer require specialist care should occur within 48 hours of the patient being identified as suitable for repatriation.     transfer checklist  1. preparation  o identify destination, duration, timing o identify senior contact number for issues o ambulance request 30 mins prior to departure – phone 0845 6023999 and ensure ambulance can take cct6 trolley  2. assessment  airway   o patent or secured by intubation o intubation grade o ett size and length at teeth o stop feed  o aspirate ng – cap off or bag o c spine   breathing o auscultation o spo2, etco2 o ventilator settings: tv, rr fio2, peep o ventilator mode simv/psv/vc o chest drains o review abg o tracheostomy box  circulation o apply monitoring: hr, nibp +/-iabp o iv access x 2 (1 can be cvc) o ensure cvc/arterial line secure o treat hypovolaemia prior to transfer o rationalise infusions o requirements for blood products o check hb, lactate, coag  neurology o gcs + pupils o appropriate sedation +/- paralysis o temperature o seizure control o review bm + electrolytes o pain assessment o if brain-injured patient: head up 20-30° + neuroprotective ventilation  3. equipment  immediately available o airway: ambu-bag, facemask, c-circuit, laedal suction unit o transfer bag o consider spare oxylog battery for long transfers  drugs o oxygen o neuromuscular blockers o infusions (twice anticipated need) hypnotics (propofol/opioids) vasopressors (change to syringe)  emergency drugs drawn up  o ephedrine/metaraminol/adrenaline o atropine  raised icp? o mannitol 20%/hypertonic nacl  4. packaging  o transfer onto cct6 transfer trolley o transfer to oxylog3000 ventilator early ensure ventilation adequate with abg  ensure tubing secure  o use vacuum mattress for long journeys o warm blanket o secure patient with 5-point harness  5. final departure checks  o check patient and airway secure o identify emergency iv access  o check monitors visible o check infusions full o patient notes and transfer chart o nok aware o base team to call ahead as you leave  6. transfer to ambulance  o attach to ambulance oxygen supply o attach to ambulance power supply  o recheck patient secure and airway secure o request smooth transfer if brain-injury or haemodynamic instability transfers from nhs lothian acute hospitals  transfers from royal infirmary of edinburgh  destination hospital distance (miles) duration (minutes) approximate o2 requirement litres* st john’s hospital, livingston icu 01506 524063 ed 01506 523011 22  29  493 borders general icu 01896 826295 ed 01896 826981 33  53  901 victoria hospital, kirkcaldy icu 01592 729158 ed 01592 729791 42  48  816 western general hospital icu 0131 537 1665 6  22  374 ninewells hospital, dundee icu 01382 633820 ed 01382 660111 71  73  1241 aberdeen royal infirmary icu 01224 559847 ed 01224 550506 139  148 2516 raigmore hospital, inverness icu 01463 705380 ed 01463 706240 166  177 3009  (more than ambulance carries as standard) queen elizabeth, glasgow icu 0141 452 3038 icu doctors  0141 452 3081 ed 0141 452 2810 56  63 1071  golden jubilee, glasgow icu 2 (for external patients): 0141 951 5305 icu on call doctor:  0141 452 3081 icu doctors’ office: 0141 951 5411 60 80 1360  *assuming minute volume 8l/min, fio2 1.0, oxylog3000 driving gas 500ml/min. o2 requirement doubled to ensure safety as per intensive care  oxygen cylinder sizes:  size d: 340l, size cd: 460l, size f: 1360l  transfers from western general hospital  destination hospital distance (miles) duration (minutes) approximate o2 requirement litres* st john’s hospital, livingston icu 01506 524063 ed 01506 523011 18 27 459 royal infirmary of edinburgh icu 0131 2421181 ed 0131 242 1330 6 22 374  transfers from st johns hospital livingston  destination hospital distance (miles) duration (minutes) approximate o2 requirement litres* royal infirmary of edinburgh icu 0131 2421181 ed 0131 242 1330 22  29  493 victoria hospital, kirkcaldy icu 01592 729158 ed 01592 729791 35 39 663 western general hospital icu 0131 537 1665 18  27 459 ninewells hospital, dundee icu 01382 633820 ed 01382 660111 64 64 1088 aberdeen royal infirmary icu 01224 559847 ed 01224 550506 131  139 2363 raigmore hospital, inverness icu 01463 705380 ed 01463 706240 159  166 2822    equipment list  cct6 transfer trolley contents  contents comments cct6 transfer trolley with 5 point harness  located in intensive care unit oxylog3000 ventilator  disposable hose pneumatically driven (0.5l/min) tempus pro monitor  ecg, nibp, ibp, spo2, etco2  bbraun syringe pumps x 4 laerdal suction unit spare yankeur vacuum mattress  oxygen cylinder   transfer bags  these differ between nhs lothian critical care units and transferring staff should familiarise themselves with the contents prior to a transfer.  references  1. intensive care society and the faculty of intensive care medicine: guidance on: the transfer of the critically ill adult. published may 2019. 2. nathanson m, andrzejowski j et al: guidelines for the safe transfer of the brain injured patient: trauma and stroke, 2019. guidelines from the association of anaesthetists and the neuro anaesthesia and critical care society. published in anaesthesia 2020.     title: nhs lothian critical care interhospital transfer guidelines  id:   authors: l. elliot, d. hall, a. hurry, j. service, a. morgan category:   document version: 1.0 status draft/final: final review date: feb 2027 authoriser:  date of authorisation: directorate qit jan 23 date added to intranet:    20 feb 23 key words: transfer  comments: ."
End_of_life_care/Guideline following Sudden Cardiac Death where death occurs in ICU.pdf,2027-03-18,reviewed on: 29/02 /2024  next review : march 2027  sudden cardiac death where death occurs in icu operating guideline | reviewed on: 29/02 /2024  next review : march 2027  for included  patients  | reviewed on: 29/02 /2024  next review : march 2027  inherited cardiac conditions/genetics mdt:  | reviewed on: 29/02 /2024  next review : march 2027  appendix  | reviewed on: 29/02 /2024  next review : march 2027  sudden cardiac death where death occurs in icu operating guideline | reviewed on: 29/02 /2024  next review : march 2027  for included  patients  | genetics review for limited investigations.  hospital pm accepted | reviewed on: 29/02 /2024  next review : march 2027  inherited cardiac conditions/genetics mdt:  | contex t. the  mdt will review and discuss clinical details and will decide if gene testing is appropriate  or not. the mdt will then decide which gene panel analysis should be used . the clinical genetics team will | reviewed on: 29/02 /2024  next review : march 2027  appendix 
Breathing(Respiratory)/Equipment/Setting up the NKV-330.pdf,2028-02-18,"title:    non invasive ventilation (niv) through nihon kohden  nkv330 v1  authors:   linda johnson, kathy fitzsimons, status draft/final: final approved by:  written:  february 2024  next review : february 2028  | title:    non invasive ventilation (niv) through nihon kohden  nkv330 v1  authors:   linda johnson, kathy fitzsimons, status draft/final: final approved by:  written:  february 2024  next review : february 2028 "
Breathing(Respiratory)/NKV 330 NIV guidelines.pdf,2028-03-18,"troubleshooting persistently elevated paco2: is there excessive leak?  check mask fit.  consider total face mask. is the system set up correctly? check connections and identify leaks. is there re-breathing? is the expiratory port patent?  consider increase in ipap is the patient spending sufficient time on the ventilator? encourage longer periods of use. address compliance. consider decrease in epap (if very high set level > 8cm h2o)  persistent hypoxaemia: check correct o2 into the circuit if there is osa or atelectasis consider increase in epap (need to increase ipap too, to maintain pressure support) deteriorating clinical condition with hypoxaemia should lead to urgent re-evaluation with reference to the agreed escalation plan turn off/ reduce slope as patient may not have reached peak pressures.  mask leak: large leaks can cause inefficient ventilation, eye irritation, noise, dry mouth and nasal symptoms.  consider trying different masks and headgear, and customised foam or granuflex for comfort  asynchrony between patient and the machine: check correct tubing is being used if the patient is very tachypnoeic increase in ipap may help ensure the ipap rise time is as quick as possible  difficulty inflating the chest: maybe due to bronchospasm, mucus plugging, pneumothorax, atelectasis/collapse, consolidation, pulmonary oedema: clinical examination is necessary and possible cxr rarely is due to circuit tube obstruction/kinking: check the circuit  nasal problems: is there nasal soreness/redness/nasal bridge sores?  appropriate padding or change of mask is required is there rhinitis/nasal crusting/bleeding?    critical care guidelines for critical care use only   title:    type 2 respiratory failure – nihon kohden nkv330 niv guidelines  authors:  alistair gibson, kallirroi kefala, kathy fitzsimons status draft/final: final approved by:   written:  march 2024 reviewed on: march 2024 next review : march 2028 . | troubleshooting persistently elevated paco2: is there excessive leak?  check mask fit.  consider total face mask. is the system set up correctly? check connections and identify leaks. is there re-breathing? is the expiratory port patent?  consider increase in ipap is the patient spending sufficient time on the ventilator? encourage longer periods of use. address compliance. consider decrease in epap (if very high set level > 8cm h2o)  persistent hypoxaemia: check correct o2 into the circuit if there is osa or atelectasis consider increase in epap (need to increase ipap too, to maintain pressure support) deteriorating clinical condition with hypoxaemia should lead to urgent re-evaluation with reference to the agreed escalation plan turn off/ reduce slope as patient may not have reached peak pressures.  mask leak: large leaks can cause inefficient ventilation, eye irritation, noise, dry mouth and nasal symptoms.  consider trying different masks and headgear, and customised foam or granuflex for comfort  asynchrony between patient and the machine: check correct tubing is being used if the patient is very tachypnoeic increase in ipap may help ensure the ipap rise time is as quick as possible  difficulty inflating the chest: maybe due to bronchospasm, mucus plugging, pneumothorax, atelectasis/collapse, consolidation, pulmonary oedema: clinical examination is necessary and possible cxr rarely is due to circuit tube obstruction/kinking: check the circuit  nasal problems: is there nasal soreness/redness/nasal bridge sores?  appropriate padding or change of mask is required is there rhinitis/nasal crusting/bleeding?    critical care guidelines for critical care use only   title:    type 2 respiratory failure – nihon kohden nkv330 niv guidelines  authors:  alistair gibson, kallirroi kefala, kathy fitzsimons status draft/final: final approved by:   written:  march 2024 reviewed on: march 2024 next review : march 2028 ."
Breathing(Respiratory)/T1RF - CPAP Guidelines_Mar24.pdf,2028-03-18,"title:    type 1 respiratory failure – cpap guidelines  authors:  alistair gibson, kathy fitzsimons, kallirroi kefala status draft/final:  final approved by:   written:  2015 reviewed on:  march 2024 next review : march 2028 patient position: patient should be positioned sitting upright with head up consider additional support (soft collar/rolled up towel) if necessary  non cooperative/aggressive behaviour: maybe due to hypoxaemia, consider holding the mask.  relatives may help.  adjust settings as necessary. sedation must be discussed only with senior medical staff:  haloperidol might reduce agitation and increase niv tolerance.  or consider oramorph.  weaning considerations  patients who appear to benefit from cpap during the first few hours of treatment should receive cpap for as long as possible (min 6 hours).  in patients who have clinically improved (i.e. improved pa02 (therefore fi02 requirements minimal), physiological condition stabilised, cpap levels minimal), it is appropriate to start a weaning plan.  the gradual reduction of the duration of the treatment should be determined by clinical improvement.  recommendations • ideally during the day • cpap levels must be at a minimum before considering weaning • trial extended periods off cpap for meals, physio and nebuliser therapy first • focus on extending the time off cpap • after successful weaning during the day some patients will require an additional time on cpap  always closely monitor patients during periods of weaning and if condition worsens consider restarting cpap as soon as possible and inform medical staff.  always consider the indications (see indications for cpap) for cpap and if patient develops signs of hypoxia treat immediately.    troubleshooting  persistent hypoxaemia: check correct o2 into the circuit if there is osa or atelectasis consider increase in cpap  deteriorating clinical condition with hypoxaemia should lead to urgent re-evaluation with reference to the agreed escalation plan  mask leak: large leaks can cause inefficient ventilation, eye irritation, noise, dry mouth and nasal symptoms.  consider trying different masks and headgear, and customised foam or granuflex for comfort aim for leak of 20- 40l for patient comfort. the nkv 330 can compensate up to 60l  asynchrony between patient and the machine: check correct tubing is being used if there is feeble inspiratory effort it may not trigger the machine:  increase in cpap might help  difficulty inflating the chest: maybe due to bronchospasm, mucus plugging, pneumothorax, atelectasis/collapse, consolidation, pulmonary oedema: clinical examination is necessary and possible cxr rarely is due to circuit tube obstruction/kinking: check the circuit  nasal problems: is there nasal soreness/redness/nasal bridge sores?  appropriate padding or change of mask is required is there rhinitis/nasal crusting/bleeding? consider humidification  dry mouth: regular mouth care is required.    gastric distention: try to reduce cpap if possible and consider nasogastric tube (accepting a small leak) . | title:    type 1 respiratory failure – cpap guidelines  authors:  alistair gibson, kathy fitzsimons, kallirroi kefala status draft/final:  final approved by:   written:  2015 reviewed on:  march 2024 next review : march 2028 patient position: patient should be positioned sitting upright with head up consider additional support (soft collar/rolled up towel) if necessary  non cooperative/aggressive behaviour: maybe due to hypoxaemia, consider holding the mask.  relatives may help.  adjust settings as necessary. sedation must be discussed only with senior medical staff:  haloperidol might reduce agitation and increase niv tolerance.  or consider oramorph.  weaning considerations  patients who appear to benefit from cpap during the first few hours of treatment should receive cpap for as long as possible (min 6 hours).  in patients who have clinically improved (i.e. improved pa02 (therefore fi02 requirements minimal), physiological condition stabilised, cpap levels minimal), it is appropriate to start a weaning plan.  the gradual reduction of the duration of the treatment should be determined by clinical improvement.  recommendations • ideally during the day • cpap levels must be at a minimum before considering weaning • trial extended periods off cpap for meals, physio and nebuliser therapy first • focus on extending the time off cpap • after successful weaning during the day some patients will require an additional time on cpap  always closely monitor patients during periods of weaning and if condition worsens consider restarting cpap as soon as possible and inform medical staff.  always consider the indications (see indications for cpap) for cpap and if patient develops signs of hypoxia treat immediately.    troubleshooting  persistent hypoxaemia: check correct o2 into the circuit if there is osa or atelectasis consider increase in cpap  deteriorating clinical condition with hypoxaemia should lead to urgent re-evaluation with reference to the agreed escalation plan  mask leak: large leaks can cause inefficient ventilation, eye irritation, noise, dry mouth and nasal symptoms.  consider trying different masks and headgear, and customised foam or granuflex for comfort aim for leak of 20- 40l for patient comfort. the nkv 330 can compensate up to 60l  asynchrony between patient and the machine: check correct tubing is being used if there is feeble inspiratory effort it may not trigger the machine:  increase in cpap might help  difficulty inflating the chest: maybe due to bronchospasm, mucus plugging, pneumothorax, atelectasis/collapse, consolidation, pulmonary oedema: clinical examination is necessary and possible cxr rarely is due to circuit tube obstruction/kinking: check the circuit  nasal problems: is there nasal soreness/redness/nasal bridge sores?  appropriate padding or change of mask is required is there rhinitis/nasal crusting/bleeding? consider humidification  dry mouth: regular mouth care is required.    gastric distention: try to reduce cpap if possible and consider nasogastric tube (accepting a small leak) ."
